timestamp,open,high,low,close,volume
2025-01-13 19:24:00,235.39,235.53,235.28,235.39,272
2025-01-13 19:23:00,235.39,235.5,235.39,235.4,230
2025-01-13 19:22:00,235.49,235.54,235.39,235.54,212
2025-01-13 19:21:00,235.4,235.54,235.39,235.54,102
2025-01-13 19:20:00,235.32,235.4,235.24,235.4,173
2025-01-13 19:19:00,235.3,235.54,235.23,235.4,736
2025-01-13 19:18:00,235.3,235.33,235.23,235.3,126
2025-01-13 19:17:00,235.3,235.33,235.28,235.28,328
2025-01-13 19:16:00,235.28,235.33,234.4,235.28,12072
2025-01-13 19:15:00,235.305,235.33,235.23,235.3,2146
2025-01-13 19:14:00,235.35,235.35,235.275,235.28,314
2025-01-13 19:13:00,235.33,235.35,235.295,235.35,573
2025-01-13 19:12:00,235.34,235.4,235.31,235.33,100
2025-01-13 19:11:00,235.355,235.4,235.31,235.4,297
2025-01-13 19:10:00,235.33,235.4,235.31,235.355,222
2025-01-13 19:09:00,235.395,235.4,235.33,235.4,435
2025-01-13 19:08:00,235.355,235.48,235.3217,235.395,148
2025-01-13 19:07:00,235.32,235.48,235.32,235.36,234
2025-01-13 19:06:00,235.395,235.48,235.33,235.36,373
2025-01-13 19:05:00,235.405,235.48,235.3109,235.395,108
2025-01-13 19:04:00,235.31,235.405,235.31,235.31,127
2025-01-13 19:03:00,235.295,235.5,235.27,235.35,1230
2025-01-13 19:02:00,235.5,235.5,235.23,235.365,232
2025-01-13 19:01:00,235.55,235.61,235.22,235.48,4072
2025-01-13 19:00:00,235.23,235.55,235.23,235.55,4073
2025-01-13 18:59:00,235.285,235.43,235.22,235.325,4169
2025-01-13 18:58:00,235.26,235.35,235.22,235.285,1214
2025-01-13 18:57:00,235.3032,235.43,235.3,235.43,1133
2025-01-13 18:56:00,235.44,235.44,235.31,235.4299,42
2025-01-13 18:55:00,235.33,235.55,235.22,235.28,126
2025-01-13 18:54:00,235.355,235.44,235.26,235.4349,586
2025-01-13 18:53:00,235.44,235.44,235.34,235.355,226
2025-01-13 18:52:00,235.38,235.5,235.355,235.4,489
2025-01-13 18:51:00,235.45,235.5,235.38,235.44,45
2025-01-13 18:50:00,235.35,235.47,235.35,235.45,743
2025-01-13 18:49:00,235.4,235.47,235.33,235.365,427
2025-01-13 18:48:00,235.34,235.42,235.26,235.34,294
2025-01-13 18:47:00,235.4,235.42,235.3001,235.42,101
2025-01-13 18:46:00,235.42,235.42,235.3001,235.4,221
2025-01-13 18:45:00,235.4,235.42,235.22,235.32,44
2025-01-13 18:44:00,235.38,235.42,235.22,235.42,95
2025-01-13 18:43:00,235.43,235.43,235.22,235.42,64
2025-01-13 18:42:00,235.37,235.43,235.22,235.325,4088
2025-01-13 18:41:00,235.345,235.43,235.345,235.43,38
2025-01-13 18:40:00,235.35,235.43,235.2642,235.345,868
2025-01-13 18:39:00,235.38,235.38,235.22,235.3,238
2025-01-13 18:38:00,235.3,235.4,235.23,235.3814,289
2025-01-13 18:37:00,235.26,235.4,235.14,235.25,849
2025-01-13 18:36:00,235.24,235.4,235.15,235.26,490
2025-01-13 18:35:00,235.27,235.43,235.15,235.16,2482
2025-01-13 18:34:00,235.16,235.27,235.14,235.26,846
2025-01-13 18:33:00,235.21,235.21,235.07,235.17,381
2025-01-13 18:32:00,235.13,235.21,235.05,235.125,415
2025-01-13 18:31:00,235.21,235.21,232.15,235.13,230
2025-01-13 18:30:00,235.13,235.21,235.05,235.13,83
2025-01-13 18:29:00,235.05,235.2,235.05,235.1,144
2025-01-13 18:28:00,235.115,235.18,235.06,235.125,434
2025-01-13 18:27:00,235.13,235.21,235.05,235.18,76
2025-01-13 18:26:00,235.11,235.21,235.05,235.21,124
2025-01-13 18:25:00,235.07,235.125,235.05,235.07,1485
2025-01-13 18:24:00,235.05,235.07,235.0,235.06,669
2025-01-13 18:23:00,234.9,235.05,234.9,234.985,220
2025-01-13 18:22:00,234.97,235.0699,234.9042,234.9042,2075
2025-01-13 18:21:00,234.97,235.07,234.91,234.97,138
2025-01-13 18:20:00,235.05,235.05,234.9,234.98,710
2025-01-13 18:19:00,234.985,235.05,234.9,235.05,513
2025-01-13 18:18:00,235.0,235.0,234.91,234.925,64
2025-01-13 18:17:00,235.0,235.0393,234.8975,234.8975,6479
2025-01-13 18:16:00,234.9,235.07,234.9,234.99,215
2025-01-13 18:15:00,235.0,235.07,234.985,235.01,27
2025-01-13 18:14:00,234.99,235.07,234.9,234.9,2078
2025-01-13 18:13:00,235.0,235.0,234.9028,235.0,748
2025-01-13 18:12:00,234.8,235.0,234.8,235.0,296
2025-01-13 18:11:00,235.0,235.0,234.9,235.0,273
2025-01-13 18:10:00,234.9,235.0,234.8,234.9,227
2025-01-13 18:09:00,234.81,235.0,234.81,234.9999,1476
2025-01-13 18:08:00,234.88,235.0,234.8,235.0,813
2025-01-13 18:07:00,234.88,234.98,234.78,234.92,122
2025-01-13 18:06:00,234.78,234.92,234.78,234.92,465
2025-01-13 18:05:00,234.92,234.97,234.85,234.85,175
2025-01-13 18:04:00,234.91,234.98,234.85,234.87,155
2025-01-13 18:03:00,234.9,234.98,234.85,234.86,412
2025-01-13 18:02:00,234.8,234.9,234.8,234.85,40
2025-01-13 18:01:00,234.9,234.9,234.83,234.83,958
2025-01-13 18:00:00,234.8,234.86,234.8,234.86,400
2025-01-13 17:59:00,234.83,234.86,234.8,234.83,88
2025-01-13 17:58:00,234.83,234.86,234.83,234.83,146
2025-01-13 17:57:00,234.88,234.9,234.81,234.81,383
2025-01-13 17:56:00,234.8601,234.8988,234.86,234.8988,361
2025-01-13 17:55:00,234.88,234.9,234.86,234.88,131
2025-01-13 17:54:00,234.87,234.9,234.86,234.88,219
2025-01-13 17:53:00,234.79,234.9,234.66,234.86,2777
2025-01-13 17:52:00,234.76,234.89,234.72,234.775,1280
2025-01-13 17:51:00,234.76,234.775,234.66,234.775,130
2025-01-13 17:50:00,234.71,242.6295,234.66,234.71,454
2025-01-13 17:49:00,234.67,234.89,234.66,234.72,453
2025-01-13 17:48:00,234.66,234.9,234.66,234.7,176
2025-01-13 17:47:00,234.9,234.9,234.66,234.72,76
2025-01-13 17:46:00,234.685,242.6295,228.5506,234.6601,716
2025-01-13 17:45:00,234.7,234.71,234.66,234.7,566
2025-01-13 17:44:00,234.72,234.75,234.66,234.685,145
2025-01-13 17:43:00,234.7,234.894,234.65,234.72,955
2025-01-13 17:42:00,234.775,234.9,234.67,234.78,29
2025-01-13 17:41:00,234.67,234.87,234.65,234.775,94
2025-01-13 17:40:00,234.8,234.88,234.65,234.7,155
2025-01-13 17:39:00,234.675,234.775,228.1233,234.725,1895
2025-01-13 17:38:00,234.65,234.75,228.5506,234.7,211
2025-01-13 17:37:00,234.675,234.9,234.63,234.75,1178
2025-01-13 17:36:00,234.69,234.7,228.1233,234.68,593
2025-01-13 17:35:00,234.7,234.7,228.5506,234.675,251
2025-01-13 17:34:00,234.69,234.69,228.5506,234.675,352
2025-01-13 17:33:00,234.69,234.69,234.63,234.69,185
2025-01-13 17:32:00,234.63,234.69,234.63,234.66,260
2025-01-13 17:31:00,234.69,234.69,234.63,234.66,786
2025-01-13 17:30:00,234.65,234.69,234.63,234.69,67
2025-01-13 17:29:00,234.7,234.7,234.63,234.66,244
2025-01-13 17:28:00,234.7,234.7,234.63,234.665,150
2025-01-13 17:27:00,234.63,234.7,234.63,234.64,262
2025-01-13 17:26:00,234.585,234.7,234.57,234.665,71
2025-01-13 17:25:00,234.58,234.6,234.57,234.57,174
2025-01-13 17:24:00,234.59,234.59,234.56,234.58,253
2025-01-13 17:23:00,234.59,234.6,234.56,234.59,164
2025-01-13 17:22:00,234.59,234.64,234.56,234.57,266
2025-01-13 17:21:00,234.59,234.59,234.56,234.56,118
2025-01-13 17:20:00,234.59,234.59,234.56,234.59,84
2025-01-13 17:19:00,234.57,234.5995,234.57,234.575,526
2025-01-13 17:18:00,234.5701,234.6,234.57,234.6,1311
2025-01-13 17:17:00,234.59,234.6,234.58,234.6,199
2025-01-13 17:16:00,234.57,234.6,234.57,234.59,1059
2025-01-13 17:15:00,234.6,234.6,234.57,234.57,136
2025-01-13 17:14:00,234.6,234.6,234.57,234.6,176
2025-01-13 17:13:00,234.6,234.6,234.58,234.6,2900
2025-01-13 17:12:00,234.61,234.63,234.58,234.6,188
2025-01-13 17:11:00,234.67,234.7,234.58,234.63,294
2025-01-13 17:10:00,234.6,234.7,234.58,234.64,2085
2025-01-13 17:09:00,234.6,234.6,234.5637,234.59,459
2025-01-13 17:08:00,234.57,234.6,234.56,234.59,166
2025-01-13 17:07:00,234.57,234.6,234.53,234.57,105
2025-01-13 17:06:00,234.6,234.6,234.53,234.565,1164
2025-01-13 17:05:00,234.585,234.6,234.54,234.57,1079
2025-01-13 17:04:00,234.585,234.6,234.57,234.585,374
2025-01-13 17:03:00,234.53,234.6,234.4,234.6,17407
2025-01-13 17:02:00,234.56,234.56,234.5,234.56,310
2025-01-13 17:01:00,234.52,234.56,234.52,234.53,76
2025-01-13 17:00:00,234.48,234.56,234.48,234.52,134
2025-01-13 16:59:00,234.55,234.57,234.48,234.525,626
2025-01-13 16:58:00,234.5,234.57,234.4,234.55,8091
2025-01-13 16:57:00,234.56,234.56,234.43,234.45,287
2025-01-13 16:56:00,234.51,234.56,234.44,234.48,750
2025-01-13 16:55:00,234.48,234.56,234.4,234.48,62
2025-01-13 16:54:00,234.48,234.56,234.4,234.48,59
2025-01-13 16:53:00,234.56,234.56,234.48,234.53,690
2025-01-13 16:52:00,234.53,234.56,234.475,234.55,485
2025-01-13 16:51:00,234.475,234.54,234.41,234.41,142
2025-01-13 16:50:00,234.54,234.54,234.41,234.48,235
2025-01-13 16:49:00,234.52,234.54,234.4,234.5,568
2025-01-13 16:48:00,234.475,234.54,234.45,234.52,850
2025-01-13 16:47:00,234.45,234.5,234.43,234.475,255
2025-01-13 16:46:00,234.45,234.5,234.45,234.5,159
2025-01-13 16:45:00,234.56,234.56,234.4037,234.45,3241
2025-01-13 16:44:00,234.56,234.57,234.4,234.56,37227
2025-01-13 16:43:00,234.44,234.515,234.38,234.515,1871
2025-01-13 16:42:00,234.5,234.56,234.44,234.5,99
2025-01-13 16:41:00,234.56,234.56,232.292,232.292,80
2025-01-13 16:40:00,234.51,234.56,234.45,234.51,1537
2025-01-13 16:39:00,234.56,234.56,234.5,234.5,207
2025-01-13 16:38:00,234.55,234.57,234.475,234.5,323
2025-01-13 16:37:00,234.5,234.57,234.44,234.51,17
2025-01-13 16:36:00,234.5,234.57,234.44,234.48,629
2025-01-13 16:35:00,234.54,234.58,234.5,234.5,1173
2025-01-13 16:34:00,234.58,234.58,234.4,234.55,104198
2025-01-13 16:33:00,234.6267,234.63,234.5,234.545,351
2025-01-13 16:32:00,234.63,234.63,234.51,234.58,250
2025-01-13 16:31:00,234.51,234.65,234.5,234.52,541
2025-01-13 16:30:00,234.64,234.65,234.51,234.58,155
2025-01-13 16:29:00,234.5,234.6462,234.5,234.63,2334
2025-01-13 16:28:00,234.55,234.65,234.55,234.565,632
2025-01-13 16:27:00,234.5,234.6,234.4,234.55,1820
2025-01-13 16:26:00,234.425,234.5991,234.42,234.51,3384
2025-01-13 16:25:00,234.425,234.45,234.4,234.45,225254
2025-01-13 16:24:00,234.395,234.45,234.3502,234.41,606
2025-01-13 16:23:00,234.395,234.44,234.35,234.395,227
2025-01-13 16:22:00,234.39,234.44,234.31,234.4388,1136
2025-01-13 16:21:00,234.4,234.4,234.31,234.38,21620
2025-01-13 16:20:00,234.4,234.4,234.31,234.32,21268
2025-01-13 16:19:00,234.31,234.4369,234.31,234.33,1071
2025-01-13 16:18:00,234.38,234.45,234.31,234.4,64
2025-01-13 16:17:00,234.4488,234.45,234.3037,234.38,254
2025-01-13 16:16:00,234.4,234.45,234.3,234.375,556
2025-01-13 16:15:00,234.3,234.45,234.3,234.37,442
2025-01-13 16:14:00,234.44,234.46,234.375,234.375,569
2025-01-13 16:13:00,234.43,234.47,234.42,234.44,1485
2025-01-13 16:12:00,234.41,234.45,234.41,234.45,366
2025-01-13 16:11:00,234.42,234.47,234.39,234.44,223
2025-01-13 16:10:00,234.4,234.47,234.3,234.47,20096
2025-01-13 16:09:00,234.5,234.61,234.35,234.47,2366
2025-01-13 16:08:00,234.515,234.61,234.42,234.515,97
2025-01-13 16:07:00,234.4,234.515,234.4,234.515,78364
2025-01-13 16:06:00,234.51,234.61,234.42,234.46,5135
2025-01-13 16:05:00,234.54,234.57,234.4,234.54,1931
2025-01-13 16:04:00,234.53,235.0,234.45,234.52,5370
2025-01-13 16:03:00,234.35,234.52,234.35,234.52,537909
2025-01-13 16:02:00,234.43,234.5,234.33,234.37,2169401
2025-01-13 16:01:00,234.555,234.69,234.4,234.49,20606
2025-01-13 16:00:00,234.37,234.69,234.23,234.47,17424041
2025-01-13 15:59:00,234.57,234.64,234.29,234.4,759377
2025-01-13 15:58:00,234.53,234.67,234.51,234.57,323785
2025-01-13 15:57:00,234.5,234.59,234.43,234.53,218709
2025-01-13 15:56:00,234.43,234.5972,234.41,234.5,186815
2025-01-13 15:55:00,234.385,234.53,234.115,234.4299,235437
2025-01-13 15:54:00,233.96,234.46,233.84,234.38,369214
2025-01-13 15:53:00,233.96,234.0,233.93,233.95,106988
2025-01-13 15:52:00,234.035,234.07,233.91,233.96,148755
2025-01-13 15:51:00,234.04,234.11,234.03,234.04,207277
2025-01-13 15:50:00,233.87,234.14,233.84,234.03,515457
2025-01-13 15:49:00,233.8599,233.9099,233.8,233.86,84471
2025-01-13 15:48:00,233.8,233.9,233.76,233.84,77560
2025-01-13 15:47:00,233.83,233.86,233.7924,233.81,75374
2025-01-13 15:46:00,233.96,233.96,233.8,233.83,70795
2025-01-13 15:45:00,233.88,233.98,233.82,233.97,123125
2025-01-13 15:44:00,233.865,233.89,233.84,233.875,74164
2025-01-13 15:43:00,233.87,233.9,233.84,233.865,109820
2025-01-13 15:42:00,233.81,233.9,233.795,233.8782,74338
2025-01-13 15:41:00,233.795,233.8104,233.72,233.81,65598
2025-01-13 15:40:00,233.685,233.82,233.68,233.81,69826
2025-01-13 15:39:00,233.82,233.85,233.655,233.685,60277
2025-01-13 15:38:00,233.8483,233.88,233.77,233.825,100603
2025-01-13 15:37:00,233.81,233.85,233.695,233.8442,64142
2025-01-13 15:36:00,233.755,233.82,233.7,233.81,79678
2025-01-13 15:35:00,233.76,233.86,233.75,233.75,81086
2025-01-13 15:34:00,233.7912,233.81,233.74,233.78,48030
2025-01-13 15:33:00,233.715,233.8132,233.69,233.79,75408
2025-01-13 15:32:00,233.71,233.77,233.685,233.71,56903
2025-01-13 15:31:00,233.77,233.8,233.69,233.713,70698
2025-01-13 15:30:00,233.69,233.79,233.67,233.7792,45996
2025-01-13 15:29:00,233.72,233.75,233.66,233.6844,52552
2025-01-13 15:28:00,233.6634,233.72,233.6324,233.7123,52470
2025-01-13 15:27:00,233.57,233.69,233.53,233.67,53875
2025-01-13 15:26:00,233.5982,233.6137,233.49,233.5618,88202
2025-01-13 15:25:00,233.63,233.68,233.5256,233.5736,62893
2025-01-13 15:24:00,233.72,233.74,233.6,233.6224,66273
2025-01-13 15:23:00,233.9,233.91,233.73,233.73,40960
2025-01-13 15:22:00,233.898,233.93,233.7845,233.92,53349
2025-01-13 15:21:00,233.85,233.93,233.82,233.9,48667
2025-01-13 15:20:00,233.885,233.945,233.8001,233.8599,64872
2025-01-13 15:19:00,233.8801,233.91,233.81,233.885,310511
2025-01-13 15:18:00,233.865,233.97,233.86,233.89,55232
2025-01-13 15:17:00,233.76,233.86,233.75,233.86,40860
2025-01-13 15:16:00,233.6,233.75,233.5102,233.75,43866
2025-01-13 15:15:00,233.51,233.62,233.435,233.605,75849
2025-01-13 15:14:00,233.47,233.56,233.47,233.51,46207
2025-01-13 15:13:00,233.56,233.6,233.43,233.48,94895
2025-01-13 15:12:00,233.56,233.56,233.4883,233.56,58310
2025-01-13 15:11:00,233.69,233.69,233.495,233.555,73271
2025-01-13 15:10:00,233.7136,233.77,233.66,233.68,45189
2025-01-13 15:09:00,233.8701,233.89,233.66,233.7163,56210
2025-01-13 15:08:00,233.935,233.99,233.87,233.88,45274
2025-01-13 15:07:00,233.8404,233.95,233.7901,233.95,38910
2025-01-13 15:06:00,233.88,233.91,233.8101,233.85,39215
2025-01-13 15:05:00,233.78,233.88,233.76,233.87,29960
2025-01-13 15:04:00,233.78,233.87,233.77,233.78,50997
2025-01-13 15:03:00,233.75,233.818,233.72,233.785,42828
2025-01-13 15:02:00,233.78,233.83,233.71,233.75,56915
2025-01-13 15:01:00,233.79,233.82,233.7256,233.79,41978
2025-01-13 15:00:00,233.93,233.9424,233.68,233.8159,73227
2025-01-13 14:59:00,233.9,233.9555,233.86,233.93,63737
2025-01-13 14:58:00,233.84,233.9199,233.8,233.89,37191
2025-01-13 14:57:00,233.85,233.88,233.8,233.84,41561
2025-01-13 14:56:00,233.73,233.86,233.7123,233.8501,46729
2025-01-13 14:55:00,233.67,233.75,233.625,233.75,46189
2025-01-13 14:54:00,233.5551,233.68,233.555,233.665,27929
2025-01-13 14:53:00,233.5174,233.6,233.46,233.53,28654
2025-01-13 14:52:00,233.6,233.62,233.37,233.505,69539
2025-01-13 14:51:00,233.6657,233.6842,233.53,233.6,29529
2025-01-13 14:50:00,233.55,233.72,233.51,233.65,40090
2025-01-13 14:49:00,233.75,233.77,233.5,233.55,38620
2025-01-13 14:48:00,233.6318,233.84,233.6318,233.75,41291
2025-01-13 14:47:00,233.85,233.85,233.625,233.6342,69643
2025-01-13 14:46:00,234.02,234.0487,233.84,233.84,58597
2025-01-13 14:45:00,234.0997,234.11,234.01,234.02,47240
2025-01-13 14:44:00,234.15,234.2,234.08,234.0864,49786
2025-01-13 14:43:00,234.015,234.19,234.0001,234.15,49994
2025-01-13 14:42:00,233.98,234.08,233.9656,234.005,106186
2025-01-13 14:41:00,233.81,233.99,233.79,233.98,54219
2025-01-13 14:40:00,233.715,233.84,233.6831,233.815,36821
2025-01-13 14:39:00,233.68,233.78,233.61,233.71,46665
2025-01-13 14:38:00,233.58,233.69,233.58,233.6801,30159
2025-01-13 14:37:00,233.48,233.6,233.43,233.58,33885
2025-01-13 14:36:00,233.6011,233.61,233.46,233.46,31401
2025-01-13 14:35:00,233.62,233.66,233.49,233.59,50279
2025-01-13 14:34:00,233.63,233.6479,233.55,233.63,30216
2025-01-13 14:33:00,233.75,233.78,233.63,233.635,54169
2025-01-13 14:32:00,233.6,233.765,233.581,233.73,42881
2025-01-13 14:31:00,233.535,233.66,233.52,233.6102,53517
2025-01-13 14:30:00,233.55,233.595,233.53,233.5372,30408
2025-01-13 14:29:00,233.59,233.65,233.51,233.56,46323
2025-01-13 14:28:00,233.461,233.5883,233.42,233.58,53612
2025-01-13 14:27:00,233.5,233.5435,233.43,233.47,24967
2025-01-13 14:26:00,233.38,233.51,233.362,233.51,53233
2025-01-13 14:25:00,233.455,233.46,233.27,233.37,41231
2025-01-13 14:24:00,233.41,233.5066,233.39,233.45,29624
2025-01-13 14:23:00,233.46,233.52,233.375,233.44,31720
2025-01-13 14:22:00,233.44,233.51,233.36,233.47,41492
2025-01-13 14:21:00,233.44,233.47,233.39,233.43,51909
2025-01-13 14:20:00,233.4348,233.49,233.34,233.4,45460
2025-01-13 14:19:00,233.511,233.55,233.385,233.4201,32706
2025-01-13 14:18:00,233.461,233.52,233.45,233.5176,24526
2025-01-13 14:17:00,233.4888,233.52,233.455,233.47,30625
2025-01-13 14:16:00,233.36,233.48,233.36,233.47,32721
2025-01-13 14:15:00,233.45,233.45,233.33,233.35,33287
2025-01-13 14:14:00,233.58,233.58,233.37,233.43,61732
2025-01-13 14:13:00,233.64,233.64,233.56,233.6,36030
2025-01-13 14:12:00,233.66,233.67,233.58,233.64,39746
2025-01-13 14:11:00,233.75,233.755,233.64,233.652,30322
2025-01-13 14:10:00,233.715,233.76,233.63,233.7433,37074
2025-01-13 14:09:00,233.68,233.77,233.67,233.71,37393
2025-01-13 14:08:00,233.701,233.71,233.57,233.68,44238
2025-01-13 14:07:00,233.79,233.8,233.71,233.71,34352
2025-01-13 14:06:00,233.89,233.89,233.73,233.8,24283
2025-01-13 14:05:00,233.77,233.97,233.77,233.89,92356
2025-01-13 14:04:00,233.81,233.82,233.71,233.76,38259
2025-01-13 14:03:00,233.75,233.82,233.7275,233.81,34412
2025-01-13 14:02:00,233.8805,233.8944,233.76,233.76,42110
2025-01-13 14:01:00,233.8858,233.94,233.83,233.89,36637
2025-01-13 14:00:00,233.86,233.9499,233.82,233.9,43358
2025-01-13 13:59:00,233.74,233.9,233.74,233.88,36676
2025-01-13 13:58:00,233.815,233.8476,233.73,233.74,49240
2025-01-13 13:57:00,233.74,233.86,233.74,233.82,72390
2025-01-13 13:56:00,233.76,233.76,233.68,233.74,33466
2025-01-13 13:55:00,233.7098,233.7779,233.65,233.7556,37567
2025-01-13 13:54:00,233.64,233.75,233.62,233.6901,30225
2025-01-13 13:53:00,233.685,233.71,233.61,233.64,32774
2025-01-13 13:52:00,233.705,233.8198,233.68,233.68,55972
2025-01-13 13:51:00,233.59,233.72,233.51,233.684,38354
2025-01-13 13:50:00,233.52,233.61,233.445,233.57,35698
2025-01-13 13:49:00,233.52,233.68,233.51,233.52,81958
2025-01-13 13:48:00,233.5899,233.59,233.5044,233.53,54088
2025-01-13 13:47:00,233.42,233.6,233.42,233.578,39121
2025-01-13 13:46:00,233.395,233.47,233.3402,233.4201,48462
2025-01-13 13:45:00,233.31,233.405,233.25,233.405,55126
2025-01-13 13:44:00,233.56,233.56,233.3,233.32,53290
2025-01-13 13:43:00,233.6,233.63,233.53,233.55,50002
2025-01-13 13:42:00,233.445,233.6,233.38,233.59,31654
2025-01-13 13:41:00,233.38,233.45,233.34,233.45,41646
2025-01-13 13:40:00,233.39,233.4,233.28,233.4,51761
2025-01-13 13:39:00,233.48,233.48,233.39,233.39,39087
2025-01-13 13:38:00,233.48,233.49,233.39,233.48,39134
2025-01-13 13:37:00,233.58,233.6,233.45,233.46,47092
2025-01-13 13:36:00,233.5,233.67,233.5,233.5684,32281
2025-01-13 13:35:00,233.49,233.66,233.475,233.505,56833
2025-01-13 13:34:00,233.48,233.56,233.4301,233.49,44585
2025-01-13 13:33:00,233.5,233.52,233.43,233.4603,69378
2025-01-13 13:32:00,233.31,233.52,233.3,233.48,79928
2025-01-13 13:31:00,233.4,233.4,233.29,233.31,32740
2025-01-13 13:30:00,233.38,233.5,233.37,233.43,102357
2025-01-13 13:29:00,233.14,233.4,233.14,233.38,49902
2025-01-13 13:28:00,233.09,233.19,233.09,233.15,42243
2025-01-13 13:27:00,233.07,233.1,232.9896,233.08,29527
2025-01-13 13:26:00,233.1,233.11,232.97,233.0346,37175
2025-01-13 13:25:00,232.99,233.14,232.99,233.1199,55816
2025-01-13 13:24:00,232.91,233.0228,232.91,232.98,33884
2025-01-13 13:23:00,232.99,232.99,232.88,232.9,27786
2025-01-13 13:22:00,232.93,233.02,232.87,232.9942,32288
2025-01-13 13:21:00,232.97,233.02,232.915,232.915,36667
2025-01-13 13:20:00,232.89,232.9773,232.84,232.9644,25599
2025-01-13 13:19:00,232.9371,232.94,232.845,232.89,50106
2025-01-13 13:18:00,233.1136,233.14,232.92,232.94,80295
2025-01-13 13:17:00,233.21,233.21,233.07,233.13,35072
2025-01-13 13:16:00,233.15,233.22,233.1484,233.21,30737
2025-01-13 13:15:00,233.11,233.15,233.09,233.14,32901
2025-01-13 13:14:00,233.015,233.19,233.0123,233.1107,27944
2025-01-13 13:13:00,233.07,233.1343,233.01,233.01,32498
2025-01-13 13:12:00,233.1,233.1627,232.95,233.05,91870
2025-01-13 13:11:00,233.21,233.23,233.01,233.11,94693
2025-01-13 13:10:00,233.05,233.2499,233.05,233.22,56009
2025-01-13 13:09:00,233.1626,233.1626,233.0,233.05,36274
2025-01-13 13:08:00,233.19,233.24,233.13,233.17,39950
2025-01-13 13:07:00,233.1,233.19,233.07,233.19,44609
2025-01-13 13:06:00,233.06,233.16,233.04,233.08,36172
2025-01-13 13:05:00,233.145,233.2,233.03,233.048,36193
2025-01-13 13:04:00,233.36,233.38,233.155,233.155,35783
2025-01-13 13:03:00,233.255,233.435,233.2501,233.3546,59911
2025-01-13 13:02:00,233.17,233.26,233.1071,233.25,41685
2025-01-13 13:01:00,233.1,233.1882,233.09,233.1601,40818
2025-01-13 13:00:00,233.15,233.24,233.07,233.1,54467
2025-01-13 12:59:00,233.145,233.235,233.13,233.1501,54712
2025-01-13 12:58:00,233.01,233.16,232.95,233.1318,97332
2025-01-13 12:57:00,232.89,233.06,232.89,233.02,77915
2025-01-13 12:56:00,232.87,232.94,232.79,232.8999,36028
2025-01-13 12:55:00,232.81,232.89,232.81,232.88,43246
2025-01-13 12:54:00,232.74,232.8316,232.6648,232.8,28480
2025-01-13 12:53:00,232.695,232.75,232.61,232.7304,36981
2025-01-13 12:52:00,232.73,232.84,232.64,232.68,56489
2025-01-13 12:51:00,232.635,232.74,232.62,232.73,30392
2025-01-13 12:50:00,232.67,232.7299,232.6209,232.64,37598
2025-01-13 12:49:00,232.61,232.7,232.56,232.665,62140
2025-01-13 12:48:00,232.6,232.69,232.57,232.61,35803
2025-01-13 12:47:00,232.41,232.58,232.4,232.58,30534
2025-01-13 12:46:00,232.51,232.52,232.34,232.37,68055
2025-01-13 12:45:00,232.11,232.5308,232.05,232.5,83245
2025-01-13 12:44:00,232.04,232.13,231.99,232.1,36658
2025-01-13 12:43:00,232.07,232.1099,231.995,232.04,59198
